020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 1.000 0.000000 0.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 1.000 0.000000 0.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 1.000 0.000000 0.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 1.000 0.000000 0.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 1.000 0.000000 0.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
020000 0.000 0.000000 1.000000
