000000 0.332 0.334350 0.334125
000500 0.000 0.342863 0.657138
001000 0.000 0.344550 0.655450
001500 0.000 0.342775 0.657225
002000 0.000 0.339956 0.660044
002500 0.000 0.344562 0.655438
003000 0.000 0.342537 0.657462
003500 0.000 0.343388 0.656613
004000 0.000 0.343025 0.656975
004500 0.000 0.338494 0.661506
005000 0.000 0.337956 0.662044
005500 0.000 0.340594 0.659406
006000 0.000 0.338294 0.661706
006500 0.000 0.341831 0.658169
007000 0.000 0.341819 0.658181
007500 0.000 0.336400 0.663600
008000 0.000 0.338294 0.661706
008500 0.000 0.341344 0.658656
009000 0.000 0.348056 0.651944
009500 0.000 0.342212 0.657787
010000 0.000 0.342050 0.657950
