000000 0.333 0.333700 0.333000
000500 0.000 0.476100 0.523900
001000 0.000 0.482575 0.517425
001500 0.000 0.477400 0.522600
002000 0.000 0.478800 0.521200
002500 0.000 0.482625 0.517375
003000 0.000 0.471100 0.528900
003500 0.000 0.475375 0.524625
004000 0.000 0.488825 0.511175
004500 0.000 0.477575 0.522425
005000 0.000 0.489850 0.510150
005500 0.000 0.486625 0.513375
006000 0.000 0.474500 0.525500
006500 0.000 0.480325 0.519675
007000 0.000 0.490425 0.509575
007500 0.000 0.471800 0.528200
008000 0.000 0.476200 0.523800
008500 0.000 0.481550 0.518450
009000 0.000 0.472150 0.527850
009500 0.000 0.485500 0.514500
010000 0.000 0.465325 0.534675
