000000 0.498 0.101375 0.400775
000500 0.000 0.040475 0.959525
001000 0.000 0.018475 0.981525
001500 0.000 0.006800 0.993200
002000 0.000 0.010950 0.989050
002500 0.000 0.001025 0.998975
003000 0.000 0.005050 0.994950
003500 0.000 0.003625 0.996375
004000 0.000 0.000000 1.000000
004500 0.000 0.000000 1.000000
005000 0.000 0.000000 1.000000
005500 0.000 0.000000 1.000000
006000 0.000 0.000000 1.000000
006500 0.000 0.000000 1.000000
007000 0.000 0.000000 1.000000
007500 0.000 0.000000 1.000000
008000 0.000 0.000000 1.000000
008500 0.000 0.000000 1.000000
009000 0.000 0.000000 1.000000
009500 0.000 0.000000 1.000000
010000 0.000 0.000000 1.000000
